,Car_name,Year,Distance,Fuel_type,Drive,Price
225,2020 Hyundai VENUE SX 1.0 TURBO,2020,"51,652 KM",PETROL,MANUAL,₹9.38 Lakh
226,2021 Maruti Swift Dzire TOUR S-CNG (O),2021,"53,523 KM",CNG,MANUAL,"₹6.50 Lakh
₹6.98 Lakh
(48k off)"
227,2020 Maruti New Wagon-R VXI (O) 1.2,2020,"66,530 KM",PETROL,MANUAL,₹5.71 Lakh
228,2021 Renault Duster RXZ 1.5 PETROL MT,2021,"18,262 KM",PETROL,MANUAL,₹9.77 Lakh
229,2020 Maruti Baleno ZETA PETROL 1.2,2020,"56,966 KM",PETROL,MANUAL,₹6.79 Lakh
230,2015 Maruti Wagon R 1.0 VXI,2015,"55,695 KM",PETROL,MANUAL,₹3.10 Lakh
231,2017 Hyundai Creta E PLUS 1.6 PETROL,2017,"60,310 KM",PETROL,MANUAL,"₹7.48 Lakh
₹8.08 Lakh
(60k off)"
232,2014 Maruti Swift Dzire ZDI,2014,"11,144 KM",DIESEL,MANUAL,"₹6.13 Lakh
₹6.55 Lakh
(42k off)"
233,2021 Maruti Vitara Brezza VXI,2021,"11,156 KM",PETROL,MANUAL,₹8.35 Lakh
234,2022 Maruti Swift VXI,2022,"21,961 KM",PETROL,MANUAL,"₹7.05 Lakh
₹7.48 Lakh
(43k off)"
235,2019 MG HECTOR SHARP 2.0 DIESEL,2019,"49,559 KM",DIESEL,MANUAL,₹14.91 Lakh
236,2022 Tata ALTROZ XM PLUS PETROL,2022,"9,456 KM",PETROL,MANUAL,₹7.02 Lakh
237,2022 Maruti Alto VXI,2022,"34,574 KM",PETROL,MANUAL,₹4.04 Lakh
238,2020 Skoda Rapid ACTIVE 1.0 TSI,2020,"35,850 KM",PETROL,MANUAL,"₹7.30 Lakh
₹7.43 Lakh
(13k off)"
239,2022 Mahindra Bolero B6 (O),2022,"16,828 KM",DIESEL,MANUAL,₹9.86 Lakh
240,2019 Tata NEXON XM PETROL,2019,"39,356 KM",PETROL,MANUAL,"₹5.77 Lakh
₹6.29 Lakh
(52k off)"
241,2023 Tata Tiago XZA PLUS PETROL,2023,"7,563 KM",PETROL,AUTOMATIC,₹7.81 Lakh
242,2022 Tata NEXON XZ PLUS PETROL SUNROOF,2022,"42,490 KM",PETROL,MANUAL,₹10.25 Lakh
243,2022 Maruti IGNIS DELTA 1.2,2022,"18,015 KM",PETROL,MANUAL,₹5.72 Lakh
244,2019 Tata NEXON XZA PLUS PETROL DUAL TONE,2019,"57,761 KM",PETROL,AUTOMATIC,₹8.34 Lakh
245,2014 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,2014,"19,375 KM",PETROL,AUTOMATIC,₹4.36 Lakh
246,2017 Hyundai Elite i20 ASTA 1.2 (O),2017,"37,589 KM",PETROL,MANUAL,₹6.35 Lakh
247,2017 Datsun Redi Go T (O),2017,"39,256 KM",PETROL,MANUAL,₹2.26 Lakh
248,2019 Maruti S PRESSO VXI+,2019,"18,369 KM",PETROL,MANUAL,₹4.09 Lakh
249,2019 Volkswagen Ameo COMFORTLINE 1.0L,2019,"54,390 KM",PETROL,MANUAL,"₹6.16 Lakh
₹6.55 Lakh
(39k off)"
250,2021 Honda Jazz 1.2L I-VTEC V CVT,2021,"22,605 KM",PETROL,AUTOMATIC,₹8.42 Lakh
251,2019 Hyundai Elite i20 SPORTZ PLUS 1.2,2019,"32,047 KM",PETROL,MANUAL,₹7.11 Lakh
252,2017 Maruti Baleno ZETA PETROL 1.2,2017,"22,396 KM",PETROL,MANUAL,₹7.14 Lakh
253,2020 Renault TRIBER RXZ,2020,"28,737 KM",PETROL,MANUAL,₹6.89 Lakh
254,2016 Maruti Baleno DELTA PETROL 1.2,2016,"93,616 KM",PETROL,MANUAL,₹5.00 Lakh
255,2018 Honda WR-V 1.2L I-VTEC VX MT,2018,"59,897 KM",PETROL,MANUAL,"₹7.11 Lakh
₹7.60 Lakh
(49k off)"
256,2011 Hyundai i20 SPORTZ 1.2,2011,"77,379 KM",PETROL,MANUAL,₹2.07 Lakh
257,2016 Maruti Alto K10 VXI AMT,2016,"43,158 KM",PETROL,AUTOMATIC,₹3.31 Lakh
258,2016 Maruti Baleno DELTA DIESEL 1.3,2016,"57,359 KM",DIESEL,MANUAL,"₹5.18 Lakh
₹5.32 Lakh
(14k off)"
259,2021 Renault TRIBER RXZ,2021,"19,260 KM",PETROL,MANUAL,₹7.09 Lakh
260,2022 Tata PUNCH CREATIVE 1.2 RTN DUAL TONE,2022,"13,829 KM",PETROL,MANUAL,"₹8.16 Lakh
₹8.71 Lakh
(55k off)"
261,2018 Maruti Swift VDI AMT,2018,"95,048 KM",DIESEL,AUTOMATIC,"₹6.08 Lakh
₹6.56 Lakh
(48k off)"
262,2015 Volkswagen Vento HIGHLINE PETROL AT,2015,"91,514 KM",PETROL,AUTOMATIC,₹5.64 Lakh
263,2021 Tata Harrier XZA PLUS 2.0L,2021,"47,873 KM",DIESEL,AUTOMATIC,"₹17.12 Lakh
₹17.68 Lakh
(56k off)"
264,2017 Renault Kwid RXT 1.0,2017,"70,817 KM",PETROL,MANUAL,₹3.59 Lakh
265,2019 Renault Kwid RXT 1.0 AMT,2019,"11,581 KM",PETROL,AUTOMATIC,₹4.71 Lakh
266,2018 Maruti Baleno DELTA PETROL 1.2,2018,"26,674 KM",PETROL,MANUAL,₹5.76 Lakh
267,2017 Maruti Swift ZXI,2017,"85,409 KM",PETROL,MANUAL,₹5.95 Lakh
268,2019 Tata NEXON XMA PETROL,2019,"74,844 KM",PETROL,AUTOMATIC,₹7.88 Lakh
269,2020 KIA SONET HTK PLUS 1.5,2020,"67,883 KM",DIESEL,MANUAL,₹9.15 Lakh
270,2014 Maruti Celerio VXI AMT,2014,"44,064 KM",PETROL,AUTOMATIC,₹3.92 Lakh
271,2020 Tata Tiago XZ PLUS PETROL,2020,"66,943 KM",PETROL,MANUAL,"₹5.59 Lakh
₹6.10 Lakh
(51k off)"
272,2022 Maruti S PRESSO VXI+,2022,"12,690 KM",PETROL,MANUAL,"₹5.11 Lakh
₹5.61 Lakh
(50k off)"
273,2015 Honda Jazz 1.2L I-VTEC SV,2015,"60,512 KM",PETROL,MANUAL,₹4.68 Lakh
274,2020 Hyundai NEW SANTRO ASTA AMT,2020,"48,844 KM",PETROL,AUTOMATIC,₹6.34 Lakh
275,2017 Renault Kwid RXL 1.0,2017,"20,303 KM",PETROL,MANUAL,₹3.76 Lakh
276,2018 Honda Jazz 1.2L I-VTEC VX,2018,"49,272 KM",PETROL,MANUAL,₹6.32 Lakh
277,2022 Maruti Alto K10 VXI,2022,"10,514 KM",PETROL,MANUAL,₹4.70 Lakh
278,2015 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,2015,"28,349 KM",PETROL,MANUAL,₹4.72 Lakh
279,2014 Maruti Wagon R 1.0 LXI CNG,2014,"83,278 KM",CNG,MANUAL,₹3.32 Lakh
280,2022 Hyundai VENUE S(O) 1.2,2022,"10,208 KM",PETROL,MANUAL,"₹9.49 Lakh
₹10.07 Lakh
(58k off)"
281,2019 Maruti Alto LXI O,2019,"26,125 KM",PETROL,MANUAL,₹3.67 Lakh
282,2017 Maruti Wagon R 1.0 VXI AMT,2017,"71,842 KM",PETROL,AUTOMATIC,₹4.06 Lakh
283,2022 Renault TRIBER RXZ,2022,"24,245 KM",PETROL,MANUAL,₹7.87 Lakh
284,2022 Maruti S PRESSO VXI+,2022,"21,688 KM",PETROL,MANUAL,₹4.81 Lakh
285,2021 Maruti Ciaz ALPHA 1.5 SHVS PETROL,2021,"28,610 KM",PETROL,MANUAL,₹9.16 Lakh
286,2018 Hyundai NEW SANTRO SPORTZ MT,2018,"99,508 KM",CNG,MANUAL,₹3.91 Lakh
287,2011 Maruti Swift Dzire VXI,2011,"61,266 KM",PETROL,MANUAL,₹3.69 Lakh
288,2019 Maruti Alto K10 VXI,2019,"49,670 KM",PETROL,MANUAL,"₹3.70 Lakh
₹3.96 Lakh
(26k off)"
289,2012 Maruti Wagon R 1.0 LXI,2012,"50,372 KM",PETROL,MANUAL,₹3.04 Lakh
290,2018 Hyundai Elite i20 ASTA 1.2 (O),2018,"56,065 KM",PETROL,MANUAL,₹6.88 Lakh
291,2021 Maruti Baleno ZETA CVT PETROL 1.2,2021,"21,886 KM",PETROL,AUTOMATIC,₹8.07 Lakh
292,2023 Maruti Dzire VXI,2023,"14,404 KM",PETROL,MANUAL,₹7.28 Lakh
293,2023 Skoda SLAVIA ACTIVE 1.0L TSI MT,2023,"15,168 KM",PETROL,MANUAL,₹11.30 Lakh
294,2022 Volkswagen VIRTUS HIGHLINE TSI 1.0 MT,2022,"9,822 KM",PETROL,MANUAL,"₹11.82 Lakh
₹12.57 Lakh
(75k off)"
295,2022 Toyota Innova Crysta 2.7 VX 7 STR,2022,"6,489 KM",PETROL,MANUAL,₹20.69 Lakh
296,2021 Maruti Baleno DELTA CVT PETROL 1.2,2021,"32,596 KM",PETROL,AUTOMATIC,₹7.51 Lakh
297,2022 Maruti New Wagon-R LXI CNG 1.0,2022,"40,473 KM",CNG,MANUAL,₹6.07 Lakh
298,2017 Hyundai Creta SX PLUS AT 1.6 PETROL,2017,"75,759 KM",PETROL,AUTOMATIC,₹10.22 Lakh
299,2021 Volkswagen Polo HIGHLINE PLUS 1.0,2021,"44,131 KM",PETROL,MANUAL,₹8.46 Lakh
300,2017 Renault Kwid CLIMBER 1.0 AMT,2017,"47,456 KM",PETROL,AUTOMATIC,₹4.12 Lakh
301,2021 Maruti Baleno DELTA PETROL 1.2,2021,"39,880 KM",PETROL,MANUAL,₹6.77 Lakh
302,2023 Tata PUNCH CREATIVE MT,2023,"4,148 KM",PETROL,MANUAL,₹8.64 Lakh
303,2013 Hyundai i20 ASTA 1.2,2013,"53,463 KM",PETROL,MANUAL,₹4.59 Lakh
304,2020 Maruti Celerio ZXI (O),2020,"36,134 KM",PETROL,MANUAL,₹5.46 Lakh
305,2012 Maruti Swift VXI,2012,"64,557 KM",PETROL,MANUAL,₹4.63 Lakh
306,2022 Maruti S PRESSO VXI+,2022,"11,295 KM",PETROL,MANUAL,₹5.51 Lakh
307,2019 Maruti Ciaz DELTA AT 1.5 SHVS PETROL,2019,"54,408 KM",PETROL,AUTOMATIC,"₹6.95 Lakh
₹8.35 Lakh
(1.4L off)"
308,2014 Volkswagen Polo HIGHLINE1.2L,2014,"53,792 KM",PETROL,MANUAL,₹3.67 Lakh
309,2018 Jeep Compass LONGITUDE 2.0 DIESEL,2018,"63,398 KM",DIESEL,MANUAL,₹15.24 Lakh
310,2022 Maruti Baleno ZETA PETROL 1.2,2022,"42,038 KM",PETROL,MANUAL,₹8.17 Lakh
311,2022 Maruti Celerio VXI,2022,"10,118 KM",PETROL,MANUAL,"₹5.61 Lakh
₹5.72 Lakh
(11k off)"
312,2016 Hyundai Creta SX PLUS AT 1.6 PETROL,2016,"83,626 KM",PETROL,AUTOMATIC,"₹8.54 Lakh
₹8.90 Lakh
(36k off)"
313,2018 Maruti Celerio VXI (O),2018,"69,515 KM",PETROL,MANUAL,₹4.59 Lakh
314,2019 Maruti S PRESSO VXI+,2019,"73,084 KM",PETROL,MANUAL,₹3.98 Lakh
315,2016 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT,2016,"1,14,786 KM",PETROL,MANUAL,₹4.12 Lakh
316,2014 Honda City V MT PETROL,2014,"77,676 KM",CNG,MANUAL,"₹4.90 Lakh
₹5.99 Lakh
(1.09L off)"
317,2018 Ford Ecosport TITANIUM + 1.5L PETROL AT,2018,"57,224 KM",PETROL,AUTOMATIC,"₹8.40 Lakh
₹8.55 Lakh
(15k off)"
318,2017 Maruti Baleno ALPHA PETROL 1.2,2017,"99,026 KM",PETROL,MANUAL,₹5.56 Lakh
319,2022 Nissan MAGNITE XE,2022,"24,951 KM",PETROL,MANUAL,"₹5.75 Lakh
₹6.32 Lakh
(57k off)"
320,2018 Tata Tiago XZA PETROL,2018,"60,237 KM",PETROL,AUTOMATIC,₹4.59 Lakh
321,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2017,"38,401 KM",PETROL,MANUAL,₹5.67 Lakh
322,2019 Renault Kwid RXT 1.0 AMT (O),2019,"16,684 KM",PETROL,AUTOMATIC,₹4.10 Lakh
323,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT DUAL TONE,2018,"54,875 KM",PETROL,MANUAL,"₹4.85 Lakh
₹5.38 Lakh
(53k off)"
324,2017 Maruti Baleno DELTA PETROL 1.2,2017,"35,241 KM",PETROL,MANUAL,₹6.22 Lakh
325,2017 Maruti Dzire VXI,2017,"15,103 KM",PETROL,MANUAL,₹6.54 Lakh
326,2020 Maruti Dzire ZXI PLUS,2020,"51,537 KM",PETROL,MANUAL,₹6.67 Lakh
327,2021 Honda Amaze 1.2L I-VTEC VX CVT,2021,"13,420 KM",PETROL,AUTOMATIC,₹8.81 Lakh
328,2021 Maruti S PRESSO VXI,2021,"47,006 KM",PETROL,MANUAL,₹4.48 Lakh
329,2015 Maruti Swift VXI,2015,"66,341 KM",PETROL,MANUAL,₹5.59 Lakh
330,2014 Maruti Celerio VXI AMT,2014,"47,102 KM",PETROL,AUTOMATIC,₹3.98 Lakh
331,2019 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,2019,"66,269 KM",PETROL,AUTOMATIC,₹7.32 Lakh
332,2022 Maruti Alto VXI,2022,"8,261 KM",PETROL,MANUAL,₹4.39 Lakh
333,2015 Hyundai Xcent S 1.2,2015,"84,386 KM",CNG,MANUAL,"₹3.34 Lakh
₹3.86 Lakh
(52k off)"
334,2015 Hyundai Grand i10 ASTA AT 1.2 KAPPA VTVT,2015,"41,625 KM",PETROL,AUTOMATIC,"₹5.31 Lakh
₹5.63 Lakh
(32k off)"
335,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2017,"1,09,662 KM",CNG,MANUAL,₹4.51 Lakh
336,2014 Maruti Alto K10 VXI,2014,"36,066 KM",PETROL,MANUAL,₹2.81 Lakh
337,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2018,"15,057 KM",PETROL,MANUAL,₹5.79 Lakh
338,2015 Maruti Swift Dzire ZXI,2015,"43,488 KM",PETROL,MANUAL,"₹4.66 Lakh
₹4.99 Lakh
(33k off)"
339,2019 Maruti Eeco 5 STR WITH A/C+HTR,2019,"35,833 KM",PETROL,MANUAL,₹4.43 Lakh
340,2022 Maruti Alto K10 VXI CNG,2022,"25,131 KM",CNG,MANUAL,"₹5.43 Lakh
₹6.24 Lakh
(81k off)"
341,2013 Maruti Swift Dzire VXI,2013,"73,474 KM",PETROL,MANUAL,"₹3.71 Lakh
₹4.00 Lakh
(29k off)"
342,2023 Maruti Alto K10 VXI PLUS AMT,2023,"6,675 KM",PETROL,AUTOMATIC,₹6.58 Lakh
343,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2017,"40,354 KM",PETROL,MANUAL,₹5.59 Lakh
344,2019 Maruti Ciaz ALPHA 1.5 SHVS PETROL,2019,"55,501 KM",PETROL,MANUAL,₹8.04 Lakh
345,2017 Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,2017,"96,921 KM",PETROL,AUTOMATIC,"₹5.51 Lakh
₹5.94 Lakh
(43k off)"
346,2017 Maruti IGNIS ZETA 1.2 AMT,2017,"58,700 KM",CNG,AUTOMATIC,₹4.98 Lakh
347,2015 Toyota Innova 2.5 VX 7 STR,2015,"1,20,649 KM",DIESEL,MANUAL,"₹9.38 Lakh
₹9.84 Lakh
(46k off)"
348,2012 Maruti Wagon R 1.0 VXI,2012,"44,383 KM",PETROL,MANUAL,₹2.94 Lakh
349,2014 Maruti Celerio VXI AMT,2014,"76,296 KM",PETROL,AUTOMATIC,₹3.30 Lakh
350,2017 Maruti IGNIS ZETA 1.2 AMT,2017,"22,456 KM",PETROL,AUTOMATIC,₹6.12 Lakh
351,2016 Maruti Baleno DELTA PETROL 1.2,2016,"14,045 KM",PETROL,MANUAL,₹5.33 Lakh
352,2016 Renault Kwid RXT 1.0 (O),2016,"46,732 KM",PETROL,MANUAL,"₹2.84 Lakh
₹3.41 Lakh
(57k off)"
353,2022 Tata NEXON XZA PLUS (O) PETROL,2022,"13,619 KM",PETROL,AUTOMATIC,₹13.29 Lakh
354,2020 Tata TIGOR XZ PLUS PETROL,2020,"45,162 KM",PETROL,MANUAL,₹7.15 Lakh
355,2022 Hyundai VENUE SX 1.2 PETROL,2022,"22,171 KM",PETROL,MANUAL,"₹10.73 Lakh
₹10.80 Lakh
(7k off)"
356,2018 Ford Ecosport TITANIUM + 1.5L PETROL AT,2018,"80,829 KM",PETROL,AUTOMATIC,₹7.67 Lakh
357,2017 Mahindra XUV500 W10 AT,2017,"57,449 KM",DIESEL,AUTOMATIC,₹11.74 Lakh
358,2022 KIA SELTOS HTE 1.5 DIESEL,2022,"36,166 KM",DIESEL,MANUAL,₹11.61 Lakh
359,2015 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT,2015,"35,166 KM",PETROL,MANUAL,₹4.76 Lakh
360,2019 Maruti Alto LXI,2019,"59,040 KM",PETROL,MANUAL,₹3.51 Lakh
361,2022 Tata NEXON XM PETROL,2022,"7,895 KM",PETROL,MANUAL,₹8.50 Lakh
362,2021 Maruti S PRESSO VXI+,2021,"31,209 KM",PETROL,MANUAL,₹5.04 Lakh
363,2020 Hyundai Elite i20 SPORTZ PLUS 1.2,2020,"28,435 KM",PETROL,MANUAL,₹7.18 Lakh
364,2016 Maruti Baleno ZETA PETROL 1.2,2016,"29,641 KM",PETROL,MANUAL,"₹6.95 Lakh
₹7.14 Lakh
(19k off)"
365,2018 Maruti Swift VXI AMT,2018,"13,881 KM",PETROL,AUTOMATIC,"₹5.39 Lakh
₹6.05 Lakh
(66k off)"
366,2017 Maruti Ertiga ZDI + SHVS,2017,"99,767 KM",DIESEL,MANUAL,"₹7.33 Lakh
₹7.89 Lakh
(56k off)"
367,2019 Maruti Alto LXI,2019,"37,682 KM",PETROL,MANUAL,₹3.72 Lakh
368,2019 Honda City 1.5L I-VTEC VX CVT,2019,"54,705 KM",PETROL,AUTOMATIC,"₹9.58 Lakh
₹10.17 Lakh
(59k off)"
369,2014 Maruti Wagon R 1.0 VXI,2014,"43,998 KM",PETROL,MANUAL,₹3.55 Lakh
370,2022 Tata NEXON XMA SUNROOF DIESEL,2022,"26,596 KM",DIESEL,AUTOMATIC,"₹10.72 Lakh
₹11.18 Lakh
(46k off)"
371,2021 KIA SELTOS HTX ANNIVERSARY EDITION 1.5 PETROL,2021,"43,984 KM",PETROL,MANUAL,₹12.43 Lakh
372,2014 Mahindra XUV500 W8,2014,"1,08,937 KM",DIESEL,MANUAL,"₹4.84 Lakh
₹5.43 Lakh
(59k off)"
373,2013 Maruti Swift VXI,2013,"79,637 KM",PETROL,MANUAL,₹3.60 Lakh
374,2017 Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,2017,"76,899 KM",PETROL,AUTOMATIC,₹5.65 Lakh
375,2010 Hyundai Santro Xing GLS,2010,"55,293 KM",PETROL,MANUAL,"₹1.34 Lakh
₹1.50 Lakh
(16k off)"
376,2017 Maruti IGNIS ZETA 1.2,2017,"65,114 KM",PETROL,MANUAL,₹5.54 Lakh
377,2016 Volkswagen Vento COMFORTLINE 1.5 AT,2016,"75,628 KM",DIESEL,AUTOMATIC,"₹5.03 Lakh
₹5.54 Lakh
(51k off)"
378,2013 Maruti Swift VXI,2013,"46,822 KM",PETROL,MANUAL,₹3.17 Lakh
379,2016 Maruti Baleno ZETA PETROL 1.2,2016,"46,564 KM",PETROL,MANUAL,₹5.25 Lakh
380,2020 Honda Jazz 1.2L I-VTEC ZX,2020,"34,815 KM",PETROL,MANUAL,₹8.05 Lakh
381,2022 Tata NEXON XZ PETROL,2022,"27,385 KM",PETROL,MANUAL,₹8.96 Lakh
382,2015 Hyundai Creta S 1.4 DIESEL,2015,"77,283 KM",DIESEL,MANUAL,₹6.14 Lakh
383,2017 Ford Ecosport TITANIUM 1.5L PETROL AT,2017,"47,695 KM",PETROL,AUTOMATIC,₹7.54 Lakh
384,2023 Tata PUNCH CREATIVE iRA PACK MT,2023,"14,518 KM",PETROL,MANUAL,₹9.70 Lakh
385,2016 Ford Ecosport TITANIUM 1.5L PETROL AT,2016,"41,949 KM",PETROL,AUTOMATIC,₹6.29 Lakh
386,2016 Maruti Baleno DELTA PETROL 1.2,2016,"56,956 KM",PETROL,MANUAL,₹6.39 Lakh
387,2020 Hyundai AURA S 1.2 CNG,2020,"49,378 KM",CNG,MANUAL,"₹6.95 Lakh
₹7.50 Lakh
(55k off)"
388,2017 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2017,"21,635 KM",PETROL,MANUAL,₹4.76 Lakh
389,2023 Maruti Alto LXI O,2023,"6,504 KM",PETROL,MANUAL,₹4.16 Lakh
390,2021 Maruti Vitara Brezza VXI,2021,"34,127 KM",PETROL,MANUAL,"₹7.06 Lakh
₹8.03 Lakh
(97k off)"
391,2018 Honda Amaze 1.5L I-DTEC S,2018,"1,16,404 KM",DIESEL,MANUAL,"₹3.97 Lakh
₹4.82 Lakh
(85k off)"
392,2018 Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT,2018,"42,364 KM",PETROL,AUTOMATIC,₹6.45 Lakh
393,2017 Honda City 1.5L I-VTEC VX,2017,"39,871 KM",PETROL,MANUAL,₹8.39 Lakh
394,2021 Maruti Ciaz ALPHA AT 1.5 SHVS PETROL,2021,"33,706 KM",PETROL,AUTOMATIC,₹10.06 Lakh
395,2015 Mahindra XUV500 W4,2015,"84,719 KM",DIESEL,MANUAL,₹6.12 Lakh
396,2021 Tata NEXON XZ PLUS DIESEL SUNROOF,2021,"32,265 KM",DIESEL,MANUAL,₹10.51 Lakh
397,2021 Maruti New Wagon-R LXI CNG (O) 1.0,2021,"36,188 KM",CNG,MANUAL,₹6.35 Lakh
398,2014 Renault Duster 85 PS RXE DIESEL ADVENTURE,2014,"73,314 KM",DIESEL,MANUAL,₹6.40 Lakh
399,2017 Maruti IGNIS DELTA 1.2,2017,"85,064 KM",PETROL,MANUAL,₹5.19 Lakh
400,2016 Maruti Wagon R 1.0 VXI,2016,"57,902 KM",PETROL,MANUAL,"₹3.19 Lakh
₹3.30 Lakh
(11k off)"
401,2022 Maruti New Wagon-R ZXI 1.2,2022,"8,524 KM",PETROL,MANUAL,₹6.97 Lakh
402,2018 Maruti Dzire VXI,2018,"40,216 KM",PETROL,MANUAL,"₹5.71 Lakh
₹6.27 Lakh
(56k off)"
403,2022 Renault TRIBER RXZ,2022,"30,508 KM",PETROL,MANUAL,₹7.96 Lakh
404,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT,2015,"72,833 KM",PETROL,MANUAL,₹3.50 Lakh
405,2016 Maruti Vitara Brezza VDI (O),2016,"58,038 KM",DIESEL,MANUAL,"₹8.13 Lakh
₹8.41 Lakh
(28k off)"
406,2017 Hyundai Elite i20 ASTA 1.2,2017,"23,793 KM",PETROL,MANUAL,"₹7.34 Lakh
₹7.58 Lakh
(24k off)"
407,2011 Maruti Wagon R 1.0 VXI,2011,"92,875 KM",PETROL,MANUAL,₹3.37 Lakh
408,2022 Tata PUNCH PURE MT,2022,"14,927 KM",PETROL,MANUAL,"₹5.68 Lakh
₹6.01 Lakh
(33k off)"
409,2023 Maruti Alto VXI,2023,"11,732 KM",PETROL,MANUAL,"₹4.32 Lakh
₹4.40 Lakh
(8k off)"
410,2014 Maruti Celerio VXI AMT,2014,"76,408 KM",PETROL,AUTOMATIC,"₹3.44 Lakh
₹3.71 Lakh
(27k off)"
411,2018 Renault Kwid RXT 1.0 AMT,2018,"55,965 KM",PETROL,AUTOMATIC,₹3.62 Lakh
412,2019 Hyundai Verna 1.6 VTVT SX,2019,"61,785 KM",PETROL,MANUAL,₹8.32 Lakh
413,2023 Tata Tiago XT CNG,2023,"11,522 KM",CNG,MANUAL,₹7.20 Lakh
414,2015 Maruti Swift Dzire VDI ABS,2015,"86,420 KM",DIESEL,MANUAL,"₹4.77 Lakh
₹5.41 Lakh
(64k off)"
415,2022 MG HECTOR SHARP 1.5 PETROL CVT,2022,"14,715 KM",PETROL,AUTOMATIC,₹15.99 Lakh
416,2016 Volkswagen Vento HIGHLINE 1.5 AT,2016,"76,481 KM",DIESEL,AUTOMATIC,"₹6.30 Lakh
₹6.78 Lakh
(48k off)"
417,2021 Maruti Swift VXI,2021,"16,048 KM",PETROL,MANUAL,₹7.15 Lakh
418,2022 Maruti Alto LXI O,2022,"21,337 KM",PETROL,MANUAL,₹4.03 Lakh
419,2015 Volkswagen Vento HIGHLINE 1.6 MPI,2015,"98,990 KM",PETROL,MANUAL,"₹5.24 Lakh
₹6.27 Lakh
(1.03L off)"
420,2018 Maruti IGNIS ZETA 1.2 AMT,2018,"27,189 KM",PETROL,AUTOMATIC,₹5.53 Lakh
421,2016 Hyundai Grand i10 ASTA (O) AT 1.2 KAPPA VTVT,2016,"26,511 KM",PETROL,AUTOMATIC,₹4.92 Lakh
422,2021 Nissan MAGNITE XV DUAL TONE,2021,"9,840 KM",PETROL,MANUAL,₹8.24 Lakh
423,2013 Maruti Swift VDI,2013,"26,436 KM",DIESEL,MANUAL,"₹4.42 Lakh
₹4.67 Lakh
(25k off)"
424,2019 Hyundai NEW SANTRO SPORTZ CNG,2019,"29,208 KM",CNG,MANUAL,₹5.29 Lakh
425,2017 Maruti Ciaz ZXI+ AT,2017,"73,371 KM",PETROL,AUTOMATIC,₹6.93 Lakh
426,2021 Maruti New Wagon-R LXI 1.0,2021,"42,481 KM",PETROL,MANUAL,₹5.51 Lakh
427,2022 Hyundai Creta SX 1.5 PETROL,2022,"8,971 KM",PETROL,MANUAL,"₹14.16 Lakh
₹14.95 Lakh
(79k off)"
428,2022 Renault Kwid RXT 1.0 (O),2022,"7,434 KM",PETROL,MANUAL,"₹5.21 Lakh
₹5.34 Lakh
(13k off)"
429,2011 Hyundai i10 SPORTZ 1.2,2011,"56,537 KM",PETROL,MANUAL,"₹1.86 Lakh
₹2.25 Lakh
(39k off)"
430,2019 Honda City 1.5L I-VTEC VX,2019,"55,227 KM",PETROL,MANUAL,₹9.38 Lakh
431,2011 Hyundai i10 MAGNA 1.2,2011,"52,173 KM",PETROL,MANUAL,"₹2.89 Lakh
₹3.11 Lakh
(22k off)"
432,2016 Honda Jazz 1.2L I-VTEC VX,2016,"32,248 KM",PETROL,MANUAL,₹4.33 Lakh
433,2021 Honda Amaze 1.2L I-VTEC S,2021,"26,155 KM",PETROL,MANUAL,"₹6.55 Lakh
₹7.08 Lakh
(53k off)"
434,2016 Maruti Baleno ZETA PETROL 1.2,2016,"47,679 KM",PETROL,MANUAL,₹6.33 Lakh
435,2016 Hyundai i10 SPORTZ 1.1,2016,"72,789 KM",PETROL,MANUAL,"₹3.75 Lakh
₹4.22 Lakh
(47k off)"
436,2021 Tata Tiago XZA PLUS DUAL TONE PETROL,2021,"23,447 KM",PETROL,AUTOMATIC,"₹6.92 Lakh
₹7.27 Lakh
(35k off)"
437,2022 KIA SONET HTX PLUS 1.0 IMT,2022,"14,039 KM",PETROL,MANUAL,₹12.84 Lakh
438,2016 Maruti Alto K10 VXI,2016,"65,484 KM",PETROL,MANUAL,"₹3.18 Lakh
₹3.26 Lakh
(8k off)"
439,2015 Hyundai Creta SX PLUS AT 1.6 DIESEL,2015,"1,06,215 KM",DIESEL,AUTOMATIC,₹8.99 Lakh
440,2018 Maruti Swift ZDI AMT,2018,"94,413 KM",DIESEL,AUTOMATIC,₹7.00 Lakh
